,incident_date,incident_parent,location,neighborhood,council_district,police_district
291,2020-09-09 14:19:00,Robbery,-78.897 42.955,Riverside,NORTH,District D
292,2020-09-09 15:30:00,Breaking & Entering,-78.846 42.924,Hamlin Park,MASTEN,District E
293,2020-09-09 15:42:00,Sexual Offense,-78.878 42.954,North Park,NORTH,District D
294,2020-09-09 16:20:00,Sexual Offense,-78.856 42.908,Masten Park,ELLICOTT,District B
295,2020-09-09 17:10:00,Breaking & Entering,-78.881 42.911,Elmwood Bryant,NIAGARA,District B
296,2020-09-09 17:25:00,Theft,-78.875 42.929,Elmwood Bidwell,DELAWARE,District D
297,2020-09-09 17:40:00,Sexual Offense,-78.835 42.939,Fillmore-Leroy,MASTEN,District E
298,2020-09-09 20:00:00,Assault,-78.847 42.867,Hopkins-Tifft,LOVEJOY,District A
299,2020-09-09 20:01:00,Assault,-78.811 42.949,Kensington-Bailey,UNIVERSITY,District E
300,2020-09-09 20:29:00,Sexual Offense,-78.886 42.942,Grant-Amherst,NORTH,District D
301,2020-09-09 22:00:00,Sexual Offense,-78.815 42.888,Lovejoy,LOVEJOY,District C
302,2020-09-09 23:00:00,Breaking & Entering,-78.898 42.924,Upper West Side,NIAGARA,District D
303,2020-09-10 00:00:00,Breaking & Entering,-78.811 42.935,Kensington-Bailey,UNIVERSITY,District E
304,2020-09-10 00:00:00,Sexual Offense,-78.888 42.941,Grant-Amherst,NORTH,District D
305,2020-09-10 00:00:00,Theft,-78.823 42.908,Genesee-Moselle,FILLMORE,District C
306,2020-09-10 00:00:00,Sexual Offense,-78.832 42.89,Broadway Fillmore,FILLMORE,District C
307,2020-09-10 00:18:00,Breaking & Entering,-78.87 42.911,Elmwood Bryant,ELLICOTT,District B
308,2020-09-10 00:22:00,Breaking & Entering,-78.827 42.905,Genesee-Moselle,FILLMORE,District C
309,2020-09-10 00:46:00,Theft,-78.804 42.906,Schiller Park,LOVEJOY,District C
310,2020-09-10 01:10:00,Assault,-78.823 42.915,Genesee-Moselle,MASTEN,District E
311,2020-09-10 04:13:00,Breaking & Entering,-78.881 42.948,West Hertel,NORTH,District D
312,2020-09-10 06:42:00,Assault,-78.877 42.895,Elmwood Bryant,NIAGARA,District B
313,2020-09-10 08:30:00,Sexual Offense,-78.817 42.909,Genesee-Moselle,FILLMORE,District C
314,2020-09-10 09:55:00,Breaking & Entering,-78.887 42.956,West Hertel,NORTH,District D
315,2020-09-10 10:00:00,Assault,-78.827 42.922,Delavan Grider,MASTEN,District E
316,2020-09-10 10:10:00,Sexual Offense,-78.84 42.882,Broadway Fillmore,FILLMORE,District C
317,2020-09-10 11:23:00,Sexual Offense,-78.83 42.891,Broadway Fillmore,FILLMORE,District C
318,2020-09-10 11:46:00,Theft,-78.803 42.917,Schiller Park,LOVEJOY,District E
319,2020-09-10 12:08:00,Assault,-78.813 42.891,Lovejoy,LOVEJOY,District C
320,2020-09-10 12:45:00,Sexual Offense,-78.809 42.948,Kensington-Bailey,UNIVERSITY,District E
321,2020-09-10 13:00:00,Sexual Offense,-78.904 42.95,Riverside,NORTH,District D
322,2020-09-10 13:52:00,Sexual Offense,-78.886 42.921,Elmwood Bidwell,NIAGARA,District D
323,2020-09-10 14:00:00,Sexual Offense,-78.894 42.961,Riverside,NORTH,District D
324,2020-09-10 14:30:00,Sexual Offense,-78.838 42.903,Broadway Fillmore,FILLMORE,District C
325,2020-09-10 14:45:00,Robbery,-78.877 42.917,Elmwood Bidwell,DELAWARE,District D
326,2020-09-10 14:55:00,Breaking & Entering,-78.824 42.907,Genesee-Moselle,FILLMORE,District C
327,2020-09-10 15:33:00,Sexual Offense,-78.815 42.914,Genesee-Moselle,FILLMORE,District C
328,2020-09-10 16:00:00,Sexual Offense,-78.895 42.91,West Side,NIAGARA,District B
329,2020-09-10 16:31:00,Assault,-78.892 42.924,Upper West Side,NIAGARA,District D
330,2020-09-10 16:45:00,Assault,-78.83 42.871,Seneca Babcock,LOVEJOY,District A
331,2020-09-10 17:09:00,Assault,-78.809 42.906,Genesee-Moselle,LOVEJOY,District C
332,2020-09-10 17:16:00,Sexual Offense,-78.816 42.94,Kensington-Bailey,MASTEN,District E
333,2020-09-10 18:50:00,Breaking & Entering,-78.831 42.874,Seneca Babcock,FILLMORE,District A
334,2020-09-10 19:30:00,Sexual Offense,-78.838 42.893,Broadway Fillmore,FILLMORE,District C
335,2020-09-10 20:00:00,Robbery,-78.906 42.94,Black Rock,NORTH,District D
336,2020-09-10 20:00:00,Sexual Offense,-78.806 42.889,Lovejoy,LOVEJOY,District C
337,2020-09-10 20:00:00,Sexual Offense,,,,
338,2020-09-10 20:46:00,Breaking & Entering,-78.844 42.892,Broadway Fillmore,FILLMORE,District C
339,2020-09-10 21:00:00,Sexual Offense,-78.806 42.925,Kenfield,UNIVERSITY,District E
340,2020-09-10 21:40:00,Breaking & Entering,-78.825 42.913,MLK Park,FILLMORE,District C
341,2020-09-10 22:00:00,Theft,-78.854 42.89,Broadway Fillmore,ELLICOTT,District C
342,2020-09-10 22:00:00,Sexual Offense,-78.854 42.91,Masten Park,ELLICOTT,District B
343,2020-09-10 22:00:00,Sexual Offense,-78.884 42.92,Elmwood Bidwell,NIAGARA,District D
344,2020-09-10 22:49:00,Sexual Offense,-78.8773751 42.91611925,Elmwood Bidwell,DELAWARE,District D
345,2020-09-10 23:00:00,Robbery,-78.8 42.916,Delavan Grider,MASTEN,District E
346,2020-09-10 23:00:00,Sexual Offense,-78.892 42.92,Upper West Side,NIAGARA,District D
347,2020-09-10 23:15:00,Assault,,Hopkins-Tifft,SOUTH,District A
348,2020-09-10 23:30:00,Breaking & Entering,-78.884 42.942,Grant-Amherst,NORTH,District D
349,2020-09-10 23:59:00,Sexual Assault,-78.879 42.905,Elmwood Bryant,NIAGARA,District B
350,2020-09-11 00:00:00,Sexual Offense,-78.859 42.952,North Park,DELAWARE,District D
351,2020-09-11 00:00:00,Sexual Offense,-78.881 42.918,Elmwood Bidwell,DELAWARE,District D
352,2020-09-11 00:00:00,Breaking & Entering,-78.828 42.938,Fillmore-Leroy,MASTEN,District E
353,2020-09-11 00:00:00,Sexual Offense,-78.838 42.943,Central Park,DELAWARE,District D
354,2020-09-11 00:01:00,Sexual Offense,-78.818 42.907,Genesee-Moselle,FILLMORE,District C
355,2020-09-11 01:00:00,Theft,-78.814 42.938,Kensington-Bailey,MASTEN,District E
356,2020-09-11 02:09:00,Sexual Offense,-78.877 42.91,Elmwood Bryant,NIAGARA,District B
357,2020-09-11 04:40:00,Theft,-78.861 42.951,North Park,DELAWARE,District D
358,2020-09-11 07:00:00,Sexual Offense,-78.865 42.901,Fruit Belt,ELLICOTT,District B
359,2020-09-11 07:00:00,Sexual Offense,-78.822 42.897,Genesee-Moselle,FILLMORE,District C
360,2020-09-11 07:00:00,Theft,-78.827 42.948,University Heights,UNIVERSITY,District E
361,2020-09-11 07:33:00,Sexual Offense,-78.826 42.914,Genesee-Moselle,FILLMORE,District C
362,2020-09-11 07:42:00,Assault,-78.803 42.921,Schiller Park,LOVEJOY,District E
363,2020-09-11 11:00:00,Theft,-78.88 42.891,Lower West Side,FILLMORE,District B
364,2020-09-11 11:10:00,Sexual Offense,-78.877 42.886,Central,ELLICOTT,District B
365,2020-09-11 11:30:00,Theft,-78.844 42.92,Delavan Grider,MASTEN,District E
366,2020-09-11 12:00:00,Assault,-78.805 42.922,Schiller Park,LOVEJOY,District E
367,2020-09-11 12:00:00,Sexual Offense,-78.841 42.91,MLK Park,ELLICOTT,District C
368,2020-09-11 12:45:00,Sexual Offense,-78.879 42.954,North Park,NORTH,District D
369,2020-09-11 15:00:00,Sexual Offense,-78.827 42.9,Genesee-Moselle,FILLMORE,District C
370,2020-09-11 15:00:00,Robbery,-78.891 42.927,Upper West Side,NIAGARA,District D
371,2020-09-11 16:00:00,Sexual Offense,-78.851 42.94,Elmwood Bidwell,DELAWARE,District D
372,2020-09-11 16:03:00,Sexual Offense,-78.874 42.886,Central,ELLICOTT,District B
373,2020-09-11 16:25:00,Sexual Offense,-78.856 42.901,Fruit Belt,ELLICOTT,District B
374,2020-09-11 17:15:00,Theft,-78.877 42.913,Elmwood Bryant,NIAGARA,District B
375,2020-09-11 17:35:00,Assault,-78.811 42.926,Kenfield,UNIVERSITY,District E
376,2020-09-11 19:00:00,Sexual Offense,-78.801 42.931,Kenfield,UNIVERSITY,District E
377,2020-09-11 20:30:00,Sexual Offense,-78.886 42.896,Lower West Side,ELLICOTT,District B
378,2020-09-11 20:43:00,Theft,-78.885 42.919,Elmwood Bidwell,NIAGARA,District D
379,2020-09-11 21:00:00,Sexual Offense,-78.871 42.874,Ellicott,FILLMORE,District A
380,2020-09-11 21:00:00,Sexual Offense,-78.799 42.932,Kenfield,UNIVERSITY,District E
381,2020-09-11 21:00:00,Theft,-78.801 42.922,Schiller Park,LOVEJOY,District C
382,2020-09-11 21:24:00,Breaking & Entering,-78.869 42.916,Elmwood Bryant,ELLICOTT,District B
383,2020-09-11 22:05:00,Sexual Offense,-78.851 42.94,Parkside,DELAWARE,District D
384,2020-09-11 22:56:00,Assault,-78.814 42.913,Genesee-Moselle,LOVEJOY,District C
385,2020-09-11 23:00:00,Sexual Offense,-78.8 42.931,Kenfield,UNIVERSITY,District E
386,2020-09-11 23:27:00,Assault,-78.814 42.928,Kenfield,UNIVERSITY,District E
387,2020-09-12 00:00:00,Breaking & Entering,-78.823 42.851,South Park,SOUTH,District A
388,2020-09-12 00:01:00,Sexual Offense,-78.871 42.941,Parkside,NORTH,District D
389,2020-09-12 01:20:00,Sexual Offense,-78.872 42.887,Central,ELLICOTT,District B
390,2020-09-12 03:00:00,Sexual Offense,-78.848 42.91,Masten Park,ELLICOTT,District C
391,2020-09-12 03:40:00,Breaking & Entering,-78.877 42.909,Elmwood Bryant,NIAGARA,District B
392,2020-09-12 05:00:00,Assault,-78.835 42.942,Central Park,MASTEN,District E
393,2020-09-12 06:24:00,Theft,-78.83 42.866,Seneca Babcock,LOVEJOY,District A
394,2020-09-12 07:07:00,Robbery,-78.817 42.895,Genesee-Moselle,FILLMORE,District C
395,2020-09-12 08:15:00,Sexual Offense,-78.863 42.917,Masten Park,MASTEN,District E
396,2020-09-12 09:42:00,Theft,-78.886 42.919,Elmwood Bryant,NIAGARA,District B
397,2020-09-12 09:44:00,Sexual Offense,-78.824 42.857,Hopkins-Tifft,LOVEJOY,District A
398,2020-09-12 10:30:00,Sexual Offense,-78.803 42.93,Kenfield,UNIVERSITY,District E
399,2020-09-12 10:48:00,Assault,-78.805 42.922,Schiller Park,LOVEJOY,District E
400,2020-09-12 12:20:00,Sexual Offense,-78.88 42.887,Lower West Side,FILLMORE,District B
401,2020-09-12 12:30:00,Robbery,-78.806 42.873,Kaisertown,LOVEJOY,District A
402,2020-09-12 12:48:00,Theft,-78.8 42.91,Schiller Park,LOVEJOY,District C
403,2020-09-12 13:01:00,Sexual Offense,-78.87411209 42.86216925,Central,SOUTH,District A
404,2020-09-12 15:00:00,Assault,-78.871 42.889,Central,ELLICOTT,District B
405,2020-09-12 15:00:00,Breaking & Entering,-78.812575 42.9222627,Schiller Park,LOVEJOY,District E
406,2020-09-12 15:00:00,Breaking & Entering,-78.865 42.914,Elmwood Bryant,ELLICOTT,District B
407,2020-09-12 15:00:00,Breaking & Entering,-78.819 42.927,Kenfield,MASTEN,District E
408,2020-09-12 16:30:00,Sexual Offense,-78.834 42.936,Fillmore-Leroy,MASTEN,District E
409,2020-09-12 16:30:00,Assault,-78.865 42.901,Lovejoy,LOVEJOY,District C
410,2020-09-12 16:45:00,Assault,-78.808 42.872,Kaisertown,LOVEJOY,District A
411,2020-09-12 17:00:00,Breaking & Entering,-78.889 42.894,Lower West Side,ELLICOTT,District B
412,2020-09-12 17:00:00,Breaking & Entering,-78.838 42.951,Central Park,UNIVERSITY,District D
413,2020-09-12 19:22:00,Robbery,-78.889 42.928,Upper West Side,NORTH,District D
414,2020-09-12 19:38:00,Sexual Offense,-78.802 42.911,Schiller Park,LOVEJOY,District C
415,2020-09-12 19:41:00,Assault,-78.892 42.927,Upper West Side,NORTH,District D
416,2020-09-12 20:12:00,Sexual Offense,-78.844 42.941,Central Park,DELAWARE,District D
417,2020-09-12 21:00:00,Sexual Offense,-78.864 42.91,Masten Park,ELLICOTT,District B
418,2020-09-12 21:02:00,Theft,-78.818 42.949,University Heights,UNIVERSITY,District E
419,2020-09-13 00:00:00,Theft,-78.905 42.94,Black Rock,NORTH,District D
420,2020-09-13 00:00:00,Sexual Offense,-78.894 42.913,Upper West Side,NIAGARA,District B
421,2020-09-13 00:00:00,Sexual Offense,-78.817 42.924,Kenfield,LOVEJOY,District E
422,2020-09-13 00:00:00,Sexual Offense,-78.856 42.876,Ellicott,FILLMORE,District A
423,2020-09-13 00:00:00,Breaking & Entering,-78.829 42.869,Seneca Babcock,LOVEJOY,District A
424,2020-09-13 00:00:00,Homicide,-78.806 42.871,Kaisertown,LOVEJOY,District A
425,2020-09-13 00:01:00,Assault,-78.85 42.948,North Park,DELAWARE,District D
426,2020-09-13 00:01:00,Sexual Offense,-78.83 42.871,Seneca Babcock,LOVEJOY,District A
427,2020-09-13 00:01:00,Sexual Offense,-78.817 42.896,Genesee-Moselle,FILLMORE,District C
428,2020-09-13 01:15:00,Theft,-78.828 42.895,Lovejoy,LOVEJOY,District C
429,2020-09-13 02:30:00,Robbery,-78.878 42.909,Elmwood Bryant,NIAGARA,District B
430,2020-09-13 03:00:00,Sexual Offense,-78.895 42.959,Riverside,NORTH,District D
431,2020-09-13 03:00:00,Breaking & Entering,-78.821 42.872,Seneca Babcock,FILLMORE,District A
432,2020-09-13 03:15:00,Theft,-78.822 42.903,Genesee-Moselle,FILLMORE,District C
433,2020-09-13 03:20:00,Assault,-78.85 42.91,Masten Park,ELLICOTT,District C
434,2020-09-13 07:00:00,Sexual Offense,-78.8 42.917,Schiller Park,LOVEJOY,District C
435,2020-09-13 09:03:00,Breaking & Entering,-78.897 42.918,Upper West Side,NIAGARA,District D
436,2020-09-13 09:21:00,Breaking & Entering,-78.829 42.95,University Heights,UNIVERSITY,District E
437,2020-09-13 10:42:00,Assault,-78.827 42.923,Delavan Grider,MASTEN,District E
438,2020-09-13 10:42:00,Breaking & Entering,-78.814 42.899,Genesee-Moselle,FILLMORE,District C
439,2020-09-13 11:00:00,Sexual Offense,-78.839 42.946,Central Park,DELAWARE,District D
440,2020-09-13 12:00:00,Sexual Offense,-78.817 42.859,Seneca-Cazenovia,SOUTH,District A
441,2020-09-13 12:30:00,Breaking & Entering,-78.865 42.914,Elmwood Bryant,ELLICOTT,District B
442,2020-09-13 12:45:00,Breaking & Entering,-78.885 42.912,Elmwood Bryant,NIAGARA,District B
443,2020-09-13 13:00:00,Theft,-78.814 42.938,Kensington-Bailey,MASTEN,District E
444,2020-09-13 13:27:00,Sexual Offense,-78.808 42.916,Schiller Park,LOVEJOY,District E
445,2020-09-13 14:00:00,Assault,-78.83 42.95,University Heights,UNIVERSITY,District E
446,2020-09-13 15:30:00,Breaking & Entering,-78.871 42.901,Allentown,FILLMORE,District B
447,2020-09-13 16:48:00,Sexual Offense,-78.893 42.907,West Side,NIAGARA,District B
448,2020-09-13 17:00:00,Sexual Offense,-78.854 42.957,North Park,DELAWARE,District D
449,2020-09-13 18:03:00,Assault,-78.887 42.894,Lower West Side,ELLICOTT,District B
450,2020-09-13 19:29:00,Assault,-78.884 42.948,West Hertel,NORTH,District D
451,2020-09-13 19:38:00,Assault,-78.893 42.905,West Side,NIAGARA,District B
452,2020-09-13 19:42:00,Assault,-78.817 42.926,Kenfield,LOVEJOY,District E
453,2020-09-13 20:56:00,Sexual Offense,-78.816 42.94,Kensington-Bailey,MASTEN,District E
454,2020-09-13 21:21:00,Theft,-78.844 42.883,Broadway Fillmore,FILLMORE,District C
455,2020-09-13 21:36:00,Sexual Offense,-78.836 42.891,Broadway Fillmore,FILLMORE,District C
456,2020-09-13 21:40:00,Robbery,-78.85 42.914,Masten Park,MASTEN,District C
457,2020-09-13 21:42:00,Assault,-78.899 42.919,Upper West Side,NIAGARA,District D
458,2020-09-13 22:08:00,Breaking & Entering,-78.82 42.897,Genesee-Moselle,FILLMORE,District C
459,2020-09-13 23:00:00,Theft,-78.805 42.898,Lovejoy,LOVEJOY,District C
460,2020-09-13 23:00:00,Sexual Offense,-78.87 42.913,Elmwood Bryant,NIAGARA,District B
461,2020-09-13 23:12:00,Robbery,-78.9 42.941,Black Rock,NORTH,District D
462,2020-09-14 00:00:00,Sexual Offense,-78.831 42.951,University Heights,UNIVERSITY,District E
463,2020-09-14 00:00:00,Sexual Offense,-78.821 42.943,University Heights,UNIVERSITY,District E
464,2020-09-14 00:00:00,Sexual Offense,-78.886 42.917,Elmwood Bidwell,NIAGARA,District D
465,2020-09-14 08:38:00,Breaking & Entering,-78.855 42.885,Pratt-Willert,ELLICOTT,District B
466,2020-09-14 09:00:00,Assault,-78.901 42.955,Riverside,NORTH,District D
467,2020-09-14 09:20:00,Robbery,-78.802 42.923,Kenfield,UNIVERSITY,District E
468,2020-09-14 10:40:00,Theft,-78.851 42.907,Masten Park,ELLICOTT,District C
469,2020-09-14 11:00:00,Assault,-78.828 42.939,Fillmore-Leroy,MASTEN,District E
470,2020-09-14 12:22:00,Assault,-78.817 42.858,Seneca-Cazenovia,SOUTH,District A
471,2020-09-14 13:24:00,Sexual Offense,-78.874 42.886,Central,ELLICOTT,District B
472,2020-09-14 14:04:00,Assault,-78.85 42.905,Masten Park,ELLICOTT,District C
473,2020-09-14 14:26:00,Assault,-78.865 42.895,Broadway Fillmore,FILLMORE,District C
474,2020-09-14 14:45:00,Sexual Offense,-78.866 42.912,Masten Park,ELLICOTT,District B
475,2020-09-14 15:00:00,Assault,-78.804 42.927,Kenfield,UNIVERSITY,District E
476,2020-09-14 15:15:00,Sexual Offense,-78.863 42.937,Parkside,DELAWARE,District D
477,2020-09-14 15:25:00,Assault,-78.799 42.926,Kenfield,UNIVERSITY,District E
478,2020-09-14 16:00:00,Assault,-78.829 42.918,Delavan Grider,MASTEN,District E
479,2020-09-14 16:02:00,Homicide,-78.887 42.958,,,District D
480,2020-09-14 16:40:00,Assault,-78.804 42.927,Kenfield,UNIVERSITY,District E
481,2020-09-14 17:00:00,Sexual Offense,-78.863 42.849,Central,SOUTH,District A
482,2020-09-14 17:00:00,Breaking & Entering,-78.802 42.885,Lovejoy,LOVEJOY,District C
483,2020-09-14 17:20:00,Sexual Offense,-78.848 42.884,Broadway Fillmore,ELLICOTT,District C
484,2020-09-14 17:57:00,Sexual Offense,-78.81 42.851,South Park,SOUTH,District A
485,2020-09-14 19:00:00,Assault,-78.879 42.891,Allentown,FILLMORE,District B
486,2020-09-14 19:04:00,Theft,-78.868 42.885,Central,ELLICOTT,District B
487,2020-09-14 19:21:00,Assault,-78.851 42.881,Broadway Fillmore,ELLICOTT,District C
488,2020-09-14 19:51:00,Assault,-78.837 42.9,Broadway Fillmore,FILLMORE,District C
489,2020-09-14 19:56:00,Assault,-78.81 42.872,Kaisertown,LOVEJOY,District A
490,2020-09-14 20:45:00,Sexual Offense,-78.878 42.913,Elmwood Bryant,NIAGARA,District B
491,2020-09-14 21:00:00,Sexual Offense,-78.885 42.941,Grant-Amherst,NORTH,District D
492,2020-09-14 21:00:00,Sexual Offense,-78.811 42.869,Kaisertown,LOVEJOY,District A
493,2020-09-14 22:00:00,Breaking & Entering,-78.842 42.945,Central Park,DELAWARE,District D
494,2020-09-14 22:06:00,Sexual Offense,-78.812 42.888,Lovejoy,LOVEJOY,District C
495,2020-09-15 00:00:00,Assault,-78.817 42.899,Elmwood Bidwell,DELAWARE,District D
496,2020-09-15 00:00:00,Sexual Offense,-78.9 42.951,Riverside,NORTH,District D
497,2020-09-15 00:01:00,Sexual Offense,-78.855 42.879,Pratt-Willert,ELLICOTT,District B
498,2020-09-15 01:00:00,Theft,-78.816 42.927,Kenfield,MASTEN,District E
499,2020-09-15 01:14:00,Assault,-78.825 42.918,Delavan Grider,MASTEN,District E
500,2020-09-15 02:00:00,Breaking & Entering,-78.9 42.944,Black Rock,NORTH,District D
501,2020-09-15 02:30:00,Breaking & Entering,-78.839 42.949,Central Park,UNIVERSITY,District D
502,2020-09-15 06:55:00,Sexual Offense,-78.825 42.911,Genesee-Moselle,FILLMORE,District C
503,2020-09-15 07:00:00,Sexual Offense,-78.823 42.955,University Heights,UNIVERSITY,District E
504,2020-09-15 07:00:00,Breaking & Entering,-78.832 42.891,Broadway Fillmore,FILLMORE,District C
505,2020-09-15 08:00:00,Sexual Offense,-78.825 42.913,MLK Park,FILLMORE,District C
506,2020-09-15 08:21:00,Sexual Offense,-78.878 42.892,Elmwood Bryant,ELLICOTT,District B
507,2020-09-15 09:00:00,Theft,-78.81 42.869,Kaisertown,LOVEJOY,District A
508,2020-09-15 09:00:00,Sexual Offense,-78.904 42.95,Riverside,NORTH,District D
509,2020-09-15 10:58:00,Theft,-78.837 42.89,Broadway Fillmore,FILLMORE,District C
510,2020-09-15 11:34:00,Breaking & Entering,-78.888 42.948,West Hertel,NORTH,District D
511,2020-09-15 11:40:00,Assault,-78.804 42.931,Kenfield,UNIVERSITY,District E
512,2020-09-15 12:00:00,Sexual Offense,-78.869 42.905,Masten Park,ELLICOTT,District B
513,2020-09-15 12:30:00,Sexual Offense,-78.874 42.955,North Park,NORTH,District D
514,2020-09-15 13:21:00,Sexual Offense,-78.898 42.918,Upper West Side,NIAGARA,District D
515,2020-09-15 14:00:00,Breaking & Entering,-78.84 42.881,Broadway Fillmore,FILLMORE,District C
516,2020-09-15 14:52:00,Robbery,-78.89 42.928,Upper West Side,NORTH,District D
517,2020-09-15 16:06:00,Assault,-78.881 42.915,Elmwood Bryant,NIAGARA,District B
518,2020-09-15 16:33:00,Homicide,-78.802 42.923,Schiller Park,LOVEJOY,District E
519,2020-09-15 17:11:00,Sexual Offense,-78.822 42.948,University Heights,UNIVERSITY,District E
520,2020-09-15 17:57:00,Sexual Offense,-78.906 42.941,Black Rock,NORTH,District D
521,2020-09-15 18:54:00,Sexual Offense,-78.8 42.924,Kenfield,UNIVERSITY,District E
522,2020-09-15 18:57:00,Assault,-78.89 42.895,Lower West Side,ELLICOTT,District B
523,2020-09-15 20:00:00,Robbery,-78.805 42.852,Seneca-Cazenovia,SOUTH,District A
524,2020-09-15 22:00:00,Sexual Offense,-78.86 42.948,North Park,DELAWARE,District D
525,2020-09-15 22:00:00,Assault,-78.826 42.895,Genesee-Moselle,FILLMORE,District C
526,2020-09-15 23:21:00,Robbery,-78.854 42.915,Masten Park,MASTEN,District E
527,2020-09-16 00:00:00,Robbery,-78.849 42.87,Ellicott,FILLMORE,District A
528,2020-09-16 00:00:00,Sexual Offense,-78.827 42.841,Hopkins-Tifft,SOUTH,District A
529,2020-09-16 00:01:00,Sexual Offense,-78.878 42.926,Elmwood Bidwell,DELAWARE,District D
530,2020-09-16 00:30:00,Theft,-78.896 42.92,Upper West Side,NIAGARA,District D
531,2020-09-16 00:52:00,Homicide,-78.823 42.897,Genesee-Moselle,FILLMORE,District C
532,2020-09-16 02:26:00,Assault,-78.859 42.92,West Hertel,NORTH,District D
533,2020-09-16 03:06:00,Assault,-78.808 42.838,South Park,SOUTH,District A
534,2020-09-16 03:07:00,Homicide,-78.825 42.894,Lovejoy,FILLMORE,District C
535,2020-09-16 06:32:00,Sexual Offense,-78.811 42.886,Lovejoy,LOVEJOY,District C
536,2020-09-16 07:00:00,Sexual Offense,-78.813 42.946,Kensington-Bailey,UNIVERSITY,District E
